bblid,scanid
114806,4792
114824,4513
114891,8370
115051,4618
115320,4806
115320,9496
115783,5008
115954,8336
116130,4725
116371,4936
116672,5019
116687,5022
116843,8339
117060,4979
117838,9406
118000,5147
118009,5500
118708,5331
118759,5108
118864,9986
118978,6114
119725,8342
120055,5909
120448,5321
120508,5427
120613,9455
120850,5159
120902,9545
121476,5271
121476,10202
122235,5373
122271,5294
122481,5463
122630,5594
122901,6841
125250,9651
125501,5724
125511,7735
126347,6122
126425,5764
126554,8375
126921,5547
127353,5926
127488,5844
127725,9394
127959,5731
128016,8442
128061,6297
128601,5721
128619,6214
128775,9967
128979,6033
129335,6542
129405,6554
129435,6466
129720,9411
129816,6032
130405,6140
130615,5990
130618,6065
130639,6036
130759,6121
130845,6067
131076,6500
131160,6492
131306,6286
131543,6369
131738,6295
131951,8340
132071,6326
132097,9477
132111,6699
132791,6396
133242,6416
136004,8091
138587,8372
138875,8434
138908,8458
139100,8465
139151,8444
139272,8456
139427,8374
139490,8461
139496,8360
139532,8364
139553,8410
